,ZONA,MUNI_DOM,CO_DOM_X,CO_DOM_Y,ID_DOM,F_DOM,FE_DOM,DOM,CD_ENTRE,DATA,TIPO_DOM,NO_MORAD,TOT_FAM,ID_FAM,F_FAM,FE_FAM,FAMILIA,NO_MORAF,CONDMORA,QT_RADIO,QT_GEL1,QT_GEL2,QT_TVCOR,QT_FREEZ,QT_VIDEO,QT_BANHO,QT_MOTO,QT_AUTO,QT_ASPIR,QT_MLAVA,QT_EMPRE,QT_MICRO,QT_BICICLE,NAO_DCL_IT,CRITERIOBR,ANO_AUTO1,ANO_AUTO2,ANO_AUTO3,RENDA_FA,CD_RENFA,ID_PESS,F_PESS,FE_PESS,PESSOA,SIT_FAM,IDADE,SEXO,ESTUDA,GRAU_INS,CD_ATIVI,CO_REN_I,VL_REN_I,ZONA_ESC,MUNIESC,CO_ESC_X,CO_ESC_Y,TIPO_ESC,ZONATRA1,MUNITRA1,CO_TR1_X,CO_TR1_Y,TRAB1_RE,TRABEXT1,OCUP1,SETOR1,VINC1,ZONATRA2,MUNITRA2,CO_TR2_X,CO_TR2_Y,TRAB2_RE,TRABEXT2,OCUP2,SETOR2,VINC2,N_VIAG,FE_VIA,DIASEMANA,TOT_VIAG,ZONA_O,MUNI_O,CO_O_X,CO_O_Y,ZONA_D,MUNI_D,CO_D_X,CO_D_Y,ZONA_T1,MUNI_T1,CO_T1_X,CO_T1_Y,ZONA_T2,MUNI_T2,CO_T2_X,CO_T2_Y,ZONA_T3,MUNI_T3,CO_T3_X,CO_T3_Y,MOTIVO_O,MOTIVO_D,MOT_SRES,SERVIR_O,SERVIR_D,MODO1,MODO2,MODO3,MODO4,ANDA_O,ANDA_D,DURACAO,MODOPRIN,TIPVG,PAG_VIAG,TP_ESAUTO,VL_EST,PE_BICI,TP_ESBICI,DISTANCIA,ID_ORDEM,orig_lat,orig_lon,dest_lat,dest_lon,HORA_SAIDA,HORA_CHEG
2976,7,36,-23.529109255377037,-46.636815348059294,0071168,0,39.42908,1168,6,2007-11-28,2,4,1,007116801,0,39.42908,1,4,3,3.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,5,0.0,0.0,0.0,2800.0,1,00711680104,0,38.01007,4,3,21,1,1,4,1,1,500.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.528246154050336,-46.634734879203165,2.0,2.0,925.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.178,4,2,7.0,36.0,-23.528246154050336,-46.634734879203165,7.0,36.0,-23.529109255377037,-46.636815348059294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,2.0,2.0,2.0,15,0,0,0,0.0,0.0,120,15,4.0,0.0,0.0,0.0,1.0,3.0,232.96,2977,-23.528246154050336,-46.634734879203165,-23.529109255377037,-46.636815348059294,17:00:00,17:02:00
3184,7,36,-23.532164184494324,-46.62708857342522,0071281,0,39.42908,1281,6,2007-11-29,1,4,1,007128101,0,39.42908,1,4,2,2.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,3,2000.0,0.0,0.0,2960.0,1,00712810102,1,38.01007,2,4,24,1,1,4,1,1,480.0,0.0,0.0,0.0,0.0,0.0,161.0,36.0,-23.52052015380222,-46.59641971945235,2.0,2.0,925.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.178,4,2,7.0,36.0,-23.532164184494324,-46.62708857342522,161.0,36.0,-23.52052015380222,-46.59641971945235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1500,15,4.0,0.0,0.0,0.0,8.0,3.0,3386.81,3185,-23.532164184494324,-46.62708857342522,-23.52052015380222,-46.59641971945235,06:30:00,06:55:00
3185,7,36,-23.532164184494324,-46.62708857342522,0071281,0,39.42908,1281,6,2007-11-29,1,4,1,007128101,0,39.42908,1,4,2,2.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1,3,2000.0,0.0,0.0,2960.0,1,00712810102,0,38.01007,2,4,24,1,1,4,1,1,480.0,0.0,0.0,0.0,0.0,0.0,161.0,36.0,-23.52052015380222,-46.59641971945235,2.0,2.0,925.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.178,4,2,161.0,36.0,-23.52052015380222,-46.59641971945235,7.0,36.0,-23.532164184494324,-46.62708857342522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,1800,15,4.0,0.0,0.0,0.0,8.0,3.0,3386.81,3186,-23.52052015380222,-46.59641971945235,-23.532164184494324,-46.62708857342522,16:50:00,17:20:00
3348,8,36,-23.52266989882662,-46.63774439616293,0080028,1,21.55695,28,6,2007-11-25,1,3,1,008002801,1,21.55695,1,3,2,2.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1,3,2007.0,1999.0,0.0,5024.09,3,00800280101,1,22.61072,1,1,61,1,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,-23.536923224374146,-46.64294493133102,2.0,2.0,901.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.27978,4,2,8.0,36.0,-23.52266989882662,-46.63774439616293,6.0,36.0,-23.536923224374146,-46.64294493133102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,1.0,5.0,1665.43,3349,-23.52266989882662,-46.63774439616293,-23.536923224374146,-46.64294493133102,08:00:00,08:15:00
3349,8,36,-23.52266989882662,-46.63774439616293,0080028,0,21.55695,28,6,2007-11-25,1,3,1,008002801,0,21.55695,1,3,2,2.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1,3,2007.0,1999.0,0.0,5024.09,3,00800280101,0,22.61072,1,1,61,1,1,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,-23.536923224374146,-46.64294493133102,2.0,2.0,901.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.27978,4,2,6.0,36.0,-23.536923224374146,-46.64294493133102,8.0,36.0,-23.52266989882662,-46.63774439616293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,1.0,1.0,900,15,4.0,0.0,0.0,0.0,1.0,5.0,1665.43,3350,-23.536923224374146,-46.64294493133102,-23.52266989882662,-46.63774439616293,18:00:00,18:15:00
3924,9,36,-23.52593719947293,-46.625846563698346,0090030,1,20.96894,30,6,2007-08-17,1,4,1,009003001,1,20.96894,1,4,1,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,2104.85,3,00900300101,1,18.98192,1,1,30,1,1,4,1,1,400.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,-23.52593015797146,-46.62710788156644,2.0,2.0,319.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.06214,3,4,9.0,36.0,-23.52593719947293,-46.625846563698346,7.0,36.0,-23.531174152245743,-46.638425935823925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,5.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,2.0,4.0,1409.38,3925,-23.52593719947293,-46.625846563698346,-23.531174152245743,-46.638425935823925,11:00:00,11:10:00
3925,9,36,-23.52593719947293,-46.625846563698346,0090030,0,20.96894,30,6,2007-08-17,1,4,1,009003001,0,20.96894,1,4,1,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,2104.85,3,00900300101,0,18.98192,1,1,30,1,1,4,1,1,400.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,-23.52593015797146,-46.62710788156644,2.0,2.0,319.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.06214,3,4,7.0,36.0,-23.531174152245743,-46.638425935823925,9.0,36.0,-23.52593719947293,-46.625846563698346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,5.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,2.0,4.0,1409.38,3926,-23.531174152245743,-46.638425935823925,-23.52593719947293,-46.625846563698346,13:00:00,13:10:00
4053,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005402,1,20.96894,2,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,622.66,3,00900540201,1,18.98192,1,1,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.53063319227516,-46.63412787410122,2.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.06214,4,4,9.0,36.0,-23.52933459483428,-46.6291104603029,7.0,36.0,-23.528610127691156,-46.63368087501685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,4.0,473.54,4054,-23.52933459483428,-46.6291104603029,-23.528610127691156,-46.63368087501685,12:50:00,13:00:00
4054,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005402,0,20.96894,2,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,622.66,3,00900540201,0,18.98192,1,1,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.53063319227516,-46.63412787410122,2.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.06214,4,4,7.0,36.0,-23.528610127691156,-46.63368087501685,9.0,36.0,-23.52933459483428,-46.6291104603029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,473.54,4055,-23.528610127691156,-46.63368087501685,-23.52933459483428,-46.6291104603029,17:00:00,17:10:00
4055,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005402,0,20.96894,2,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,622.66,3,00900540201,0,18.98192,1,1,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.53063319227516,-46.63412787410122,2.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.06214,4,4,9.0,36.0,-23.52933459483428,-46.6291104603029,7.0,36.0,-23.528610127691156,-46.63368087501685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,4.0,473.54,4056,-23.52933459483428,-46.6291104603029,-23.528610127691156,-46.63368087501685,17:50:00,18:00:00
4056,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005402,0,20.96894,2,3,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,622.66,3,00900540201,0,18.98192,1,1,31,1,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0,-23.53063319227516,-46.63412787410122,2.0,2.0,908.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.06214,4,4,7.0,36.0,-23.528610127691156,-46.63368087501685,9.0,36.0,-23.52933459483428,-46.6291104603029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,473.54,4057,-23.528610127691156,-46.63368087501685,-23.52933459483428,-46.6291104603029,22:00:00,22:10:00
4069,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,1,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540401,1,18.98192,1,1,40,2,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,-23.53376420386352,-46.62046687480593,2.0,2.0,904.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.06214,5,7,9.0,36.0,-23.52933459483428,-46.6291104603029,12.0,36.0,-23.53376420386352,-46.62046687480593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,1009.77,4070,-23.52933459483428,-46.6291104603029,-23.53376420386352,-46.62046687480593,05:30:00,05:40:00
4070,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,0,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540401,0,18.98192,1,1,40,2,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,-23.53376420386352,-46.62046687480593,2.0,2.0,904.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.06214,5,7,12.0,36.0,-23.53376420386352,-46.62046687480593,9.0,36.0,-23.52933459483428,-46.6291104603029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,1009.77,4071,-23.53376420386352,-46.62046687480593,-23.52933459483428,-46.6291104603029,12:10:00,12:20:00
4071,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,0,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540401,0,18.98192,1,1,40,2,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,-23.53376420386352,-46.62046687480593,2.0,2.0,904.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.06214,5,7,9.0,36.0,-23.52933459483428,-46.6291104603029,7.0,36.0,-23.532391980060016,-46.63295395357215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,1.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,4.0,518.34,4072,-23.52933459483428,-46.6291104603029,-23.532391980060016,-46.63295395357215,12:40:00,12:50:00
4072,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,0,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540401,0,18.98192,1,1,40,2,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,-23.53376420386352,-46.62046687480593,2.0,2.0,904.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.06214,5,7,7.0,36.0,-23.532391980060016,-46.63295395357215,12.0,36.0,-23.53376420386352,-46.62046687480593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,3.0,1.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,1284.07,4073,-23.532391980060016,-46.63295395357215,-23.53376420386352,-46.62046687480593,12:50:00,13:00:00
4073,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,0,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540401,0,18.98192,1,1,40,2,1,3,1,1,600.0,0.0,0.0,0.0,0.0,0.0,12.0,36.0,-23.53376420386352,-46.62046687480593,2.0,2.0,904.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.06214,5,7,12.0,36.0,-23.53376420386352,-46.62046687480593,9.0,36.0,-23.52933459483428,-46.6291104603029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,1009.77,4074,-23.53376420386352,-46.62046687480593,-23.52933459483428,-46.6291104603029,15:50:00,16:00:00
4076,9,36,-23.52933459483428,-46.6291104603029,0090054,0,20.96894,54,6,2007-08-30,2,11,4,009005404,0,20.96894,4,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,0.0,0.0,0.0,600.0,1,00900540402,1,18.98192,2,3,7,1,3,1,8,2,0.0,7.0,36.0,333300.41,7396593.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.06214,5,2,9.0,36.0,-23.52933459483428,-46.6291104603029,7.0,36.0,-23.532391980060016,-46.63295395357215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,4.0,518.34,4077,-23.52933459483428,-46.6291104603029,-23.532391980060016,-46.63295395357215,12:40:00,12:50:00
4110,9,36,-23.527258520205013,-46.63591102948592,0090063,0,22.13615,63,6,2007-09-06,2,7,2,009006302,0,22.13615,2,3,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,760.0,1,00900630201,0,20.03853,1,1,23,1,1,4,1,1,380.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,-23.527258520205013,-46.63591102948592,1.0,2.0,319.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.2902,4,4,9.0,36.0,-23.527258520205013,-46.63591102948592,7.0,36.0,-23.52611513618121,-46.64125099137302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,300,15,4.0,0.0,0.0,0.0,8.0,4.0,559.8,4111,-23.527258520205013,-46.63591102948592,-23.52611513618121,-46.64125099137302,14:00:00,14:05:00
4111,9,36,-23.527258520205013,-46.63591102948592,0090063,0,22.13615,63,6,2007-09-06,2,7,2,009006302,0,22.13615,2,3,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,760.0,1,00900630201,0,20.03853,1,1,23,1,1,4,1,1,380.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,-23.527258520205013,-46.63591102948592,1.0,2.0,319.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.2902,4,4,7.0,36.0,-23.52611513618121,-46.64125099137302,9.0,36.0,-23.527258520205013,-46.63591102948592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,3.0,2.0,2.0,15,0,0,0,0.0,0.0,300,15,4.0,0.0,0.0,0.0,8.0,3.0,559.8,4112,-23.52611513618121,-46.64125099137302,-23.527258520205013,-46.63591102948592,14:20:00,14:25:00
4187,9,36,-23.52422210854103,-46.62750995289489,0091061,1,22.13615,1061,6,2008-02-14,1,2,1,009106101,1,22.13615,1,2,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,5,0.0,0.0,0.0,1486.23,3,00910610101,1,20.03853,1,1,43,1,1,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,-23.525839140794698,-46.63484489306209,2.0,2.0,514.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.2902,5,1,9.0,36.0,-23.52422210854103,-46.62750995289489,9.0,36.0,-23.525839140794698,-46.63484489306209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,3.0,2.0,2.0,15,0,0,0,0.0,0.0,600,15,4.0,0.0,0.0,0.0,1.0,3.0,770.12,4188,-23.52422210854103,-46.62750995289489,-23.525839140794698,-46.63484489306209,17:50:00,18:00:00
4324,10,36,-23.524737677624618,-46.61877075644971,0100003,0,10.21268,3,6,2007-09-11,1,4,1,010000301,0,10.21268,1,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,400.0,1,01000030102,0,6.87153,2,3,15,1,3,2,8,2,0.0,12.0,36.0,334215.34,7396497.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.98658,2,6,10.0,36.0,-23.524737677624618,-46.61877075644971,161.0,36.0,-23.52223095369869,-46.60976602223352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,1.0,15,0,0,0,1.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,5.0,960.52,4325,-23.524737677624618,-46.61877075644971,-23.52223095369869,-46.60976602223352,12:40:00,13:00:00
4325,10,36,-23.524737677624618,-46.61877075644971,0100003,0,10.21268,3,6,2007-09-11,1,4,1,010000301,0,10.21268,1,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,400.0,1,01000030102,0,6.87153,2,3,15,1,3,2,8,2,0.0,12.0,36.0,334215.34,7396497.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.98658,2,6,161.0,36.0,-23.52223095369869,-46.60976602223352,10.0,36.0,-23.524737677624618,-46.61877075644971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,1.0,2.0,15,0,0,0,0.0,1.0,1200,15,4.0,0.0,0.0,0.0,2.0,3.0,960.52,4326,-23.52223095369869,-46.60976602223352,-23.524737677624618,-46.61877075644971,13:00:00,13:20:00
4326,10,36,-23.524737677624618,-46.61877075644971,0100003,0,10.21268,3,6,2007-09-11,1,4,1,010000301,0,10.21268,1,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,400.0,1,01000030102,0,6.87153,2,3,15,1,3,2,8,2,0.0,12.0,36.0,334215.34,7396497.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.98658,2,6,10.0,36.0,-23.524737677624618,-46.61877075644971,161.0,36.0,-23.52223095369869,-46.60976602223352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,1.0,15,0,0,0,1.0,0.0,1200,15,4.0,0.0,0.0,0.0,2.0,5.0,960.52,4327,-23.524737677624618,-46.61877075644971,-23.52223095369869,-46.60976602223352,16:40:00,17:00:00
4327,10,36,-23.524737677624618,-46.61877075644971,0100003,0,10.21268,3,6,2007-09-11,1,4,1,010000301,0,10.21268,1,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,400.0,1,01000030102,0,6.87153,2,3,15,1,3,2,8,2,0.0,12.0,36.0,334215.34,7396497.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.98658,2,6,161.0,36.0,-23.52223095369869,-46.60976602223352,10.0,36.0,-23.524737677624618,-46.61877075644971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,4.0,1.0,2.0,15,0,0,0,0.0,1.0,1200,15,4.0,0.0,0.0,0.0,2.0,3.0,960.52,4328,-23.52223095369869,-46.60976602223352,-23.524737677624618,-46.61877075644971,17:00:00,17:20:00
4328,10,36,-23.524737677624618,-46.61877075644971,0100003,0,10.21268,3,6,2007-09-11,1,4,1,010000301,0,10.21268,1,4,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7,0.0,0.0,0.0,400.0,1,01000030103,1,6.87153,3,3,13,1,3,2,8,2,0.0,161.0,36.0,335655.35,7397745.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.98658,2,2,10.0,36.0,-23.524737677624618,-46.61877075644971,161.0,36.0,-23.52223095369869,-46.60976602223352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,4.0,2.0,2.0,15,0,0,0,1.0,1.0,1200,15,4.0,0.0,0.0,0.0,2.0,5.0,960.52,4329,-23.524737677624618,-46.61877075644971,-23.52223095369869,-46.60976602223352,12:40:00,13:00:00
